doctor_id,department,shift_hours,historical_workload_patients_per_shift,current_appointments,department_demand_index,future_availability_score
153,Pediatrics,12,26,7,0.8853972852581782,0.7092178254503417
126,Cardiology,24,43,4,0.9635451651252914,0.5654454163719728
186,Pediatrics,8,18,21,0.4448272788595914,0.5223198798888246
173,General Medicine,24,43,25,0.8521010260454105,0.5552932321305554
139,Pediatrics,12,19,1,0.14710169704576984,0.9533545797872754
140,Orthopedics,24,11,24,0.532965837419395,0.6654023591026619
169,Pediatrics,24,34,7,0.4314668686604841,0.7857692644309097
123,Orthopedics,12,12,23,0.2843666975478094,0.5405494284810225
117,Emergency,12,43,25,0.4945535286790078,0.6614850171837348
173,Orthopedics,8,16,4,0.49933228187110956,0.8310639989813197
155,General Medicine,8,37,15,0.8276856336341042,0.39198570751749595
114,Orthopedics,24,18,20,0.8820267505036403,0.5291004332270063
197,Emergency,12,20,14,0.6912553818907194,0.6050845630074977
171,Cardiology,8,38,18,0.6700493417019044,0.28867177544322753
134,General Medicine,8,25,12,0.19916414543146305,0.617056222119313
126,Emergency,24,48,10,0.6177356308906031,0.5027193791397057
188,Orthopedics,24,38,15,0.34700029125936377,0.7462984160769357
102,General Medicine,24,22,17,0.3652864552984737,0.866788040648586
120,Neurology,12,44,24,0.18529718703768228,0.5976794864809806
138,Orthopedics,8,20,14,0.6722813375983715,0.6876654719108688
131,Emergency,8,44,5,0.625427568565721,0.6125174151755561
149,Orthopedics,8,17,7,0.2982453104483747,0.7672503699696271
184,Emergency,24,16,3,0.3367332311985715,0.8187248754607217
108,Pediatrics,12,14,20,0.7957010674553106,0.2078197895534425
149,Cardiology,24,15,25,0.8136400272677995,0.4907676965875877
100,Cardiology,24,44,15,0.5437761832484324,0.604615904638535
103,General Medicine,12,39,20,0.23410242606318807,0.6798175708923423
103,Emergency,12,20,10,0.15003314297357023,0.9425689761668511
189,Cardiology,24,47,25,0.3443219767885982,0.6707375542060918
133,Neurology,12,36,19,0.7580672046045187,0.49641008955105537
126,General Medicine,24,30,26,0.6407349691049056,0.5598674397412539
114,Neurology,8,23,1,0.7462960918798752,0.7724743309939773
131,Cardiology,12,44,29,0.5245731827184428,0.6557342596268493
140,Emergency,8,38,21,0.779235293824385,0.44305225810987203
170,General Medicine,12,33,3,0.5327252148417704,0.6877843908530333
160,Neurology,24,45,13,0.17561327741431926,0.9866053227045898
162,Cardiology,24,41,10,0.17187246585393795,0.8987737978665254
160,Orthopedics,24,15,3,0.8483524473184267,0.765085974153191
113,Neurology,24,19,25,0.6666619007852583,0.47445257591184925
122,Pediatrics,24,29,2,0.35121435319936967,0.8381479877365523
164,General Medicine,24,29,23,0.7814578942376622,0.561531534323207
131,Neurology,12,35,21,0.2221617768249412,0.6432437606099177
140,General Medicine,12,30,24,0.6807191132881522,0.4566969832573776
125,Cardiology,8,32,4,0.9905373547850513,0.5177943302898695
147,Cardiology,12,21,5,0.23501759171445738,0.8078506031555066
172,General Medicine,12,22,8,0.22775038772702977,0.7631659640540804
115,Cardiology,8,19,3,0.5210509700578184,0.6534593056242164
130,Emergency,8,16,25,0.6783952675603394,0.2907251856087296
165,General Medicine,24,46,6,0.12389170266994867,0.8986920379539123
131,Emergency,8,21,12,0.5497038207653356,0.501163842552484
109,General Medicine,8,34,9,0.1748533165797589,0.6114309582012508
124,Orthopedics,12,11,11,0.31719139912252975,0.7894770548844818
181,Orthopedics,24,49,9,0.741157857812023,0.7148535781128411
197,Neurology,8,35,10,0.764978452819084,0.4127466583006945
192,Cardiology,24,49,10,0.7567592055129021,0.6450990175271092
144,Orthopedics,24,14,21,0.15863170064389542,0.7507830472614037
123,Cardiology,8,17,5,0.8080867978663381,0.6548436812248123
102,Neurology,8,18,5,0.48898630438945245,0.6610855451178751
161,Emergency,8,48,29,0.5277786220460307,0.19598783028916061
178,Orthopedics,8,29,19,0.4777214256149467,0.46576280391723274
166,Pediatrics,24,20,25,0.8713201375082928,0.4532146864171067
154,Pediatrics,12,49,5,0.7119733267713996,0.60385102462032
194,Pediatrics,24,31,11,0.5500232575214068,0.6497673581332849
109,Pediatrics,24,25,22,0.8508583197335914,0.4779273975079676
154,Pediatrics,24,47,28,0.8248271467625853,0.4575750230643979
121,Pediatrics,8,19,13,0.10453974745563675,0.7157209112181286
113,Pediatrics,8,34,17,0.5309919681625848,0.4526577235547495
172,Orthopedics,12,28,26,0.13802149862903196,0.6692485703678951
181,Pediatrics,12,13,24,0.37646783345564405,0.43406831448267236
107,General Medicine,12,28,22,0.82345360911626,0.6045387769634079
114,General Medicine,24,12,18,0.9496471168971373,0.5098557786448846
114,Pediatrics,12,26,9,0.31785999461607106,0.85748712058628
151,Neurology,24,23,9,0.11928263395137473,0.9443322327652814
169,Orthopedics,8,19,6,0.46210270939679343,0.7147265193611195
153,General Medicine,24,15,25,0.4016069548118547,0.7282258303295024
175,Neurology,8,40,9,0.7092695644559569,0.58150517549516
141,Cardiology,8,40,13,0.5455519052035623,0.5204600910109007
118,Pediatrics,12,18,4,0.4589625371243843,1.0
139,Emergency,8,21,24,0.3066000379361497,0.538834163477152
168,Pediatrics,12,35,21,0.8456323587253264,0.23982292707661496
126,Pediatrics,12,11,10,0.32355035812560695,0.8506711230039475
173,Neurology,12,13,28,0.14926148113918478,0.5973768941786274
142,Cardiology,24,41,6,0.6081494576176099,0.8829041055107747
151,Neurology,12,37,19,0.3856138715888482,0.5756198550371557
145,Orthopedics,12,15,17,0.7411916236958302,0.25746510695596003
113,Cardiology,8,39,10,0.17278450158325184,0.7082638554838228
163,General Medicine,24,37,19,0.9696768079827073,0.33317134920306735
160,Cardiology,12,22,24,0.2681722140430742,0.524658470980131
197,Cardiology,12,45,2,0.42135120757584044,0.7493835016889013
157,Neurology,12,19,6,0.5328594640465956,0.749625008698736
148,Pediatrics,8,19,28,0.9011057579419967,0.14004314851354932
178,Pediatrics,8,14,29,0.7502867979991951,0.22014025938762333
128,Pediatrics,8,38,3,0.23034561822489738,0.9070753010682847
125,Pediatrics,12,45,18,0.49475226245213066,0.7712339694272488
126,Pediatrics,12,21,29,0.5886206784932341,0.4022112162366753
166,Orthopedics,12,31,29,0.7319131518520302,0.3961548161663002
166,Emergency,12,48,29,0.614632898437606,0.48010990760773364
134,General Medicine,12,11,20,0.5116013980108094,0.4807729204910815
159,Cardiology,8,23,17,0.7889928846651728,0.23923928009460307
160,Emergency,12,19,10,0.44025186562898844,0.7357407624705273
198,Orthopedics,24,12,13,0.9884554371472927,0.4834154876641282
169,Pediatrics,12,17,9,0.9530042573987759,0.5843198797130766
177,Orthopedics,8,26,13,0.7366423641384521,0.5350292612419035
189,General Medicine,12,13,3,0.8943507317816081,0.7036705689404975
102,General Medicine,24,30,22,0.45385796446332916,0.6023712856416589
132,Orthopedics,12,39,11,0.6233231990781803,0.5557266196596276
141,Emergency,24,28,11,0.34538964762783353,0.8037927107254847
112,Cardiology,24,24,1,0.8970753730434108,0.6171049962409079
128,Neurology,8,29,25,0.5239225343754739,0.3673387858670386
108,Neurology,24,39,5,0.5825292506917028,0.8717537538603911
131,General Medicine,12,19,4,0.8781107181462421,0.5887824406744748
121,Cardiology,24,32,18,0.8175506571273999,0.4249233718811877
185,Pediatrics,12,33,20,0.3895688785166843,0.3988219384541418
157,Orthopedics,12,21,14,0.17868484320218525,0.6243234467952347
156,Pediatrics,12,18,9,0.2458838818117552,0.6566505408216402
197,General Medicine,12,24,6,0.4051862679156908,0.8296485876202094
109,Orthopedics,8,38,18,0.37476174684840735,0.5078005407075874
124,Neurology,12,27,7,0.1344794943321373,0.8661827940758299
161,General Medicine,8,29,14,0.4888586259143767,0.6141208008627288
162,General Medicine,24,10,22,0.19526530318298063,0.9206864019827871
175,Cardiology,12,12,3,0.2988007475281288,0.8235017421158448
102,Emergency,24,17,12,0.8087348596796946,0.6757797175361998
182,General Medicine,8,48,28,0.5453915924551458,0.2920623354520238
196,Emergency,12,40,4,0.43565775024408804,0.6200018902497199
146,Cardiology,12,17,25,0.266891800837481,0.43231108096856175
154,General Medicine,8,24,10,0.8796520957666926,0.42665761539430136
125,General Medicine,24,31,15,0.9133208041238976,0.5606127916272359
112,Neurology,8,41,19,0.5668102154753765,0.4650841132377963
106,Orthopedics,24,14,17,0.9291472455241339,0.5023234433533843
133,Emergency,24,18,27,0.5183100662754436,0.4543047125088865
121,Neurology,24,24,14,0.1965182262404669,0.7971094474423969
183,General Medicine,12,46,24,0.11533561844767472,0.47010844874648516
122,Cardiology,8,42,0,0.21554002552014973,0.893316311160445
147,Pediatrics,12,31,7,0.6603906997178252,0.704393325296958
113,Neurology,8,20,3,0.38881467727323227,0.8311097506950271
193,Neurology,24,15,8,0.683478102942886,0.6263839493438424
186,Pediatrics,12,26,18,0.5571785109197233,0.5925797640618186
151,General Medicine,12,14,6,0.39971131729390563,0.653134727935874
182,Neurology,12,48,14,0.29681181954852387,0.6420914235715116
138,Emergency,24,18,2,0.17293936942850663,0.7526483969223591
140,General Medicine,8,38,25,0.8041519552418805,0.15645441739759958
135,Emergency,24,32,11,0.8371037630489113,0.5188767231527858
105,Emergency,12,45,22,0.5873057318584101,0.44919166228262675
122,Neurology,12,40,1,0.24138520553331017,0.8637722059134644
109,General Medicine,24,29,18,0.33717614149562997,0.7775661058751782
198,Neurology,12,32,23,0.9596307191424392,0.13229048741563043
184,Neurology,12,16,6,0.30334671441329364,0.7176688593229812
195,General Medicine,8,45,10,0.15112432045708737,0.8498915903658819
159,General Medicine,8,13,18,0.5950445247212586,0.5240449957017188
129,General Medicine,8,33,7,0.3357225617973154,0.740032422614209
196,General Medicine,8,23,12,0.9616914125249125,0.3980491559683801
169,Cardiology,8,34,8,0.6172911049798482,0.4903586742472143
104,General Medicine,8,16,1,0.9692332612338708,0.5562160184014038
178,Pediatrics,12,24,17,0.8070189668010654,0.5469037075575753
156,General Medicine,12,22,14,0.7507763250546037,0.400239094943542
142,Neurology,8,28,22,0.8473281250480578,0.2630370347130994
151,Pediatrics,24,21,10,0.6443969806706956,0.7354317738859615
188,Orthopedics,8,35,23,0.11000916386889688,0.5294827805738829
176,Emergency,12,42,14,0.4532183046215381,0.6288308259464379
105,Cardiology,24,24,20,0.2971162790094949,0.7402432038756372
101,Pediatrics,24,46,17,0.4908814060556852,0.7474552746303426
116,Emergency,24,15,13,0.523494571749359,0.7288116338798706
187,Cardiology,12,34,25,0.21504796016375322,0.6509285310559451
111,General Medicine,24,26,20,0.12108839400012639,0.7898805803956095
143,Emergency,12,45,18,0.2243802640132088,0.6531693107665552
153,Neurology,12,18,12,0.8716844187848752,0.5562175114571201
177,Neurology,8,37,24,0.7802687753670334,0.1487050536489616
106,General Medicine,12,44,15,0.8190036143721401,0.3720297202632263
189,Emergency,24,12,1,0.3486759574006466,1.0
131,General Medicine,12,20,24,0.3124892710080386,0.6172754751446814
128,General Medicine,12,29,1,0.13363516842158132,0.9094818139783568
145,Cardiology,8,32,16,0.5250416150290326,0.42052012416777473
172,Emergency,8,39,25,0.4441679726381005,0.26169338056803165
177,Orthopedics,12,46,21,0.8522974902835654,0.39176534219719983
152,General Medicine,12,45,26,0.7136808026737926,0.37998782568123957
180,Cardiology,12,21,21,0.2298573413704735,0.689434070555519
124,Cardiology,8,45,19,0.9884396263845419,0.11845255202817387
152,Emergency,8,44,28,0.7935766597015799,0.031723274713419375
193,Pediatrics,24,43,17,0.7482137641153178,0.6204668257675445
128,General Medicine,24,13,28,0.2949540243464267,0.7456679757200845
192,General Medicine,24,33,9,0.9146409405546089,0.6682603424895517
181,Emergency,24,45,11,0.5265286997389889,0.8868013456746129
194,Pediatrics,8,37,26,0.3678903575798377,0.3384098518367014
182,Cardiology,8,48,2,0.6893502292945612,0.7538490978726684
180,Neurology,12,11,28,0.2905767648877654,0.4297074038198534
105,General Medicine,24,14,5,0.9168090676643034,0.34346936140208156
175,Neurology,12,37,19,0.8689092859602711,0.31701509946494816
137,General Medicine,12,22,4,0.5184202324862411,0.6947164444328163
102,Emergency,8,45,26,0.271591679469385,0.6189232883953328
134,General Medicine,12,18,24,0.546853711208195,0.3149570284860334
154,Pediatrics,12,48,20,0.23422439580172433,0.7304172209575043
146,General Medicine,8,39,25,0.3428639962195389,0.33495143147773476
132,Emergency,8,36,26,0.5344591515318192,0.34848266785650583
192,Orthopedics,8,22,7,0.11902576694392542,0.8253702817533093
102,Emergency,8,48,17,0.7891503431921812,0.2741169011452548
168,Emergency,24,37,15,0.2772233894670979,0.8978075080243859
158,Emergency,24,27,27,0.8799501315570133,0.5241437295967609
177,Emergency,24,43,13,0.1200338446778749,0.869275830108788
199,Pediatrics,12,30,5,0.5789185216316027,0.7353074977453501
191,General Medicine,24,10,10,0.79898585944955,0.5754542962957242
195,Pediatrics,8,32,26,0.3141535899814069,0.19355218240156488
117,Pediatrics,24,43,5,0.7367977541901969,0.6852414718007436
176,Orthopedics,8,45,4,0.748781042188071,0.8481515633479056
165,Orthopedics,24,18,14,0.6740592993227312,0.7274048475154141
124,General Medicine,24,17,5,0.42782745825730406,0.8269344890082174
119,General Medicine,8,39,29,0.8065583183343009,0.1721702099683624
170,Emergency,8,45,20,0.6655903459078338,0.358645360251235
174,Pediatrics,12,45,15,0.6313493882282881,0.3359150147628206
168,Orthopedics,12,27,17,0.837245142250177,0.3474451365168394
128,Neurology,12,11,20,0.3201742387850593,0.6155773424045528
117,Emergency,24,20,0,0.3092391582004656,0.9686407247005363
171,Cardiology,24,45,2,0.447802198434041,0.9914529395747487
126,Pediatrics,8,40,29,0.16581976180169256,0.2823014232040692
141,Emergency,8,40,22,0.4036541224166771,0.4916854859780844
165,General Medicine,12,33,19,0.465644870680481,0.35322444165873607
198,Emergency,8,30,23,0.5455523645744673,0.31738752745345045
125,Cardiology,24,41,2,0.3286121176908299,0.8532453533041725
122,General Medicine,8,39,6,0.9161582029343559,0.6895654316477643
104,Neurology,8,17,13,0.3565705309990945,0.5320062236240133
179,Orthopedics,8,42,17,0.8663956997615162,0.29988266725722273
110,Orthopedics,8,48,29,0.5004571926197391,0.3553027071702911
118,Cardiology,8,10,23,0.7463410263313573,0.196868621121131
179,Cardiology,12,42,14,0.19981214918551046,0.6921545759479554
195,Orthopedics,12,22,12,0.5901734982174485,0.4697849987143976
111,Neurology,24,31,18,0.9647433054485209,0.5639324120586449
101,Neurology,12,14,28,0.6996260884282978,0.22685102619773598
142,Emergency,8,21,21,0.8382603343932796,0.37618211242457067
121,Cardiology,12,38,1,0.3349634159597705,0.7286952114650238
125,Cardiology,24,12,6,0.8201520287996319,0.5587058138048709
132,Cardiology,12,45,12,0.41612804308255746,0.566307666529333
123,General Medicine,24,20,3,0.5365702900416828,0.7383303037233264
168,Orthopedics,24,35,5,0.26916194593592946,0.9687455320089428
120,Orthopedics,24,11,17,0.5371285492043836,0.6090467442946984
145,Orthopedics,8,38,18,0.5641316589750944,0.33879530416505965
117,Neurology,24,38,14,0.6600944604626586,0.6466965854411821
104,Orthopedics,12,45,2,0.8817704148493333,0.6156589616680156
107,Emergency,12,28,19,0.3743660392590076,0.68058947562977
184,General Medicine,12,19,16,0.9857230981826387,0.27419862874269885
156,Orthopedics,24,20,15,0.8629209583799801,0.5848792327632285
104,General Medicine,24,16,12,0.4626303575724784,0.8639353678657935
112,General Medicine,8,22,21,0.30399727773898233,0.3831592254576229
182,Neurology,24,11,26,0.1643451197221191,0.790819208139396
192,Cardiology,12,39,21,0.31092776914206177,0.5114225549415913
165,General Medicine,8,31,19,0.8960706294805381,0.39484763233234776
136,Emergency,12,10,7,0.36282827028006814,0.9365898752779048
189,Neurology,8,36,20,0.2241818346628698,0.41625400413207764
128,Pediatrics,24,16,25,0.12040713048371254,0.8247475299177048
168,General Medicine,8,10,13,0.3679123093100424,0.6448003053488791
131,General Medicine,24,34,3,0.2945374391220421,0.8767855399061601
147,Cardiology,24,13,6,0.19198211099077775,0.863071012057244
101,Orthopedics,12,39,9,0.9559772210936619,0.4479788994618669
168,Neurology,24,17,14,0.3408596879109811,0.6195953863736524
196,Pediatrics,24,30,25,0.10555914654786869,0.7852986539249653
150,Neurology,24,13,15,0.9498480251834837,0.6127257106973018
134,Orthopedics,12,13,7,0.6206618676564203,0.7745962099183713
182,Neurology,24,17,1,0.17453166723557145,0.9419018516565926
114,Pediatrics,12,35,28,0.12827977965005102,0.49983677725811265
198,Neurology,8,38,16,0.1970641572255185,0.49312356787028727
171,Emergency,12,25,5,0.632341767965904,0.6227451723418986
164,Emergency,12,28,15,0.1556844444140153,0.5592161959393092
137,Orthopedics,24,10,1,0.6113265371488373,0.496923801954777
185,Pediatrics,12,46,26,0.6872869178782308,0.2655742455299826
116,Pediatrics,8,43,23,0.23281910335450628,0.5068130064313604
179,Pediatrics,12,38,28,0.5395894684747514,0.2703159247146736
144,Pediatrics,24,36,20,0.9674919366701167,0.5208937927232545
100,Pediatrics,8,39,17,0.8528396018502923,0.2574209124310274
102,Cardiology,24,15,10,0.7510279127296468,0.7573674744790095
169,Neurology,24,45,11,0.5659616120134037,0.644782537705434
151,General Medicine,12,48,4,0.4548472803396918,0.721871444089358
152,Pediatrics,24,11,1,0.506291262509101,0.7162019407210916
102,General Medicine,8,23,21,0.7881490070672583,0.2180473609620081
193,Emergency,8,17,23,0.5988681655825642,0.3379933419575904
146,General Medicine,8,12,17,0.7881885867633663,0.3946602826588571
174,General Medicine,8,44,21,0.9728856733897024,0.21252392900703257
190,Neurology,12,36,5,0.6764627356941796,0.5396003213779113
185,General Medicine,8,43,0,0.6427932016691857,0.783557349892067
105,Orthopedics,12,37,8,0.46554575365885065,0.5927884075930239
145,Orthopedics,24,40,14,0.2770785578698644,0.6928820964897371
194,Pediatrics,24,26,27,0.4367806680224303,0.5998608422800947
160,Cardiology,12,28,7,0.5680874714638283,0.7627784309995075
142,Cardiology,24,20,27,0.13137009158975058,0.6648396022355687
155,Neurology,24,18,13,0.528224522340063,0.7442124069409796
169,Cardiology,8,39,3,0.8759343946734808,0.33652565598968326
119,General Medicine,24,15,6,0.9789619262802619,0.6214687369271458
146,Orthopedics,24,23,19,0.8699938050797651,0.6377735293315726
153,Pediatrics,12,40,7,0.2547835714148837,0.8713610853980562
140,Emergency,8,20,9,0.23951187258877324,0.730414388155013
174,General Medicine,24,14,17,0.4539809811155958,0.6425917339260343
165,Orthopedics,24,40,17,0.3028874235324858,0.678472050990123
130,Orthopedics,12,11,18,0.7083950537085513,0.40701803754603727
163,Neurology,24,48,29,0.17610229402807595,0.6881869313087591
189,General Medicine,8,26,3,0.49934732458301123,0.8375083299656096
190,Cardiology,8,47,26,0.3523206215974688,0.35949490512696736
157,Emergency,8,45,12,0.6358625982998387,0.5990390959516799
154,Emergency,12,12,5,0.8173585178145693,0.9148818276449464
145,Cardiology,8,38,20,0.9312068275133231,0.41778388450058945
194,Pediatrics,8,42,25,0.9674674607998771,0.1427058621254559
123,Cardiology,8,23,12,0.4160750805765948,0.5525878641001529
176,Pediatrics,8,47,25,0.8702630036474226,0.26647274604632176
188,Emergency,8,38,22,0.6327667618409891,0.4175685613031309
136,General Medicine,8,32,21,0.7230298730897107,0.370826799888541
140,Neurology,12,26,29,0.8660175099943147,0.43861073492135916
124,Orthopedics,8,20,15,0.21710188890557403,0.5374678430619898
128,General Medicine,24,37,19,0.9526665412290196,0.5288211664122593
130,Emergency,12,16,26,0.5926573813764031,0.43423866206767114
101,Emergency,24,49,9,0.40240298578743794,0.851003584360635
111,Emergency,24,17,8,0.4048581343685409,0.7419705332623353
104,Orthopedics,8,38,6,0.7759003030104412,0.6139669256660921
160,Pediatrics,24,34,16,0.7107938768169846,0.4368834472030208
190,Neurology,24,16,23,0.7565320821416509,0.5516637158814824
155,General Medicine,24,31,19,0.3276959539818117,0.9213654621162679
197,General Medicine,8,18,6,0.2531765945289521,0.7342820336537974
177,Neurology,8,20,26,0.7496736877235892,0.20245668585730686
170,Neurology,8,43,1,0.36863265624534414,0.9407381379166173
136,Pediatrics,12,36,27,0.3001925382280529,0.5895206405731622
135,General Medicine,8,31,18,0.2931476531318048,0.37409255428805843
173,Cardiology,8,12,0,0.233560839304727,0.8925334141811863
128,Cardiology,24,49,1,0.48413409010766006,0.8384275439511317
179,Neurology,8,17,26,0.33485371752245285,0.5152484934751074
137,Emergency,24,15,4,0.9044789276953753,0.731126786925234
184,Emergency,8,34,17,0.7202256731659882,0.38673383820863827
140,Orthopedics,8,11,28,0.76947584024621,0.23074445797823076
132,Cardiology,8,25,5,0.4632494428916515,0.7131269945714399
192,Emergency,8,30,5,0.6401885663176936,0.599848987493643
180,Neurology,8,24,21,0.5507180566336427,0.4955514747069376
112,Orthopedics,8,43,27,0.2507063144702639,0.4963472108806618
105,Cardiology,8,29,26,0.1430683255457061,0.4821811807064611
165,Orthopedics,24,40,15,0.7151666092667558,0.5548603426139634
107,Emergency,12,24,15,0.20905521330483431,0.7262004444423981
163,Neurology,12,37,29,0.1516142378865111,0.580742095784279
195,Neurology,8,15,2,0.49768059940445053,0.8556623159406677
199,Neurology,12,12,26,0.7642237330077115,0.3387651978048109
108,Emergency,24,47,2,0.7919815953091359,0.6735438690613518
122,Pediatrics,24,32,25,0.886122646044448,0.5080024959644521
170,General Medicine,24,12,22,0.2792926202488878,0.723820283434486
194,General Medicine,12,17,28,0.9870619544331873,0.2807926419580874
120,Neurology,12,11,28,0.7868881647676844,0.34639407834183084
100,General Medicine,12,16,3,0.2414920113551556,0.7843134377367939
145,Pediatrics,8,26,5,0.8566491573958698,0.5080003891708398
161,Neurology,24,16,27,0.54906334523637,0.47077563184898374
101,Pediatrics,24,42,23,0.15989173123584047,0.7183990242896473
174,Cardiology,8,45,2,0.21883759464633473,1.0
181,General Medicine,12,13,24,0.49050395371835254,0.5699598165733022
143,Cardiology,24,25,8,0.5774561304436727,0.6387216909405355
187,Neurology,12,30,2,0.9527431753119355,0.5747363567483728
182,Orthopedics,8,27,5,0.29414122524834596,0.7016245527034939
104,Orthopedics,12,37,20,0.5266940592185281,0.6119363648269502
192,Emergency,8,25,19,0.30330052234964877,0.5476081208083036
138,Cardiology,12,31,23,0.6025606200338208,0.5397124047779043
165,Cardiology,8,15,25,0.9183862656746035,0.13233451991597875
180,Orthopedics,24,39,8,0.6109755140465866,0.805691889360953
144,Neurology,8,37,14,0.5590634850684576,0.3947096141043731
174,Emergency,12,26,27,0.7751164662263658,0.2931570806189606
112,Cardiology,24,45,8,0.2328521905278908,0.8170543512909966
192,Emergency,12,21,4,0.9150534913914837,0.6641850793649553
131,Cardiology,12,49,20,0.6198705756692511,0.4477170764893262
142,Pediatrics,8,21,26,0.7176784736331205,0.12881226303633136
107,Pediatrics,8,45,15,0.8370646846159593,0.38485339193153917
173,Emergency,12,49,2,0.6715340649038369,0.9500942828065417
188,Orthopedics,8,38,8,0.677084666734523,0.4815400167752039
158,Orthopedics,12,11,16,0.7566592968693125,0.6212140505650516
110,Cardiology,8,38,27,0.14701290079969948,0.43417542285267036
127,General Medicine,8,39,2,0.443989457355924,0.7854731947843693
196,Pediatrics,12,45,6,0.9666430703917186,0.47807219970975184
138,Pediatrics,24,34,6,0.3321422696171282,0.8921694417927174
125,Emergency,8,30,20,0.5880299034463885,0.4936319414665722
171,General Medicine,12,31,5,0.25788471598374846,0.9848480662837154
125,Emergency,24,19,19,0.3909468837507266,0.7534398561186615
131,Orthopedics,8,40,7,0.7453720384673493,0.5014048840015032
145,Orthopedics,8,18,3,0.6787846216603526,0.8509774114381221
127,General Medicine,12,48,25,0.47288472565410933,0.4530550819515581
106,General Medicine,8,43,14,0.9442685722844867,0.2825750325675233
134,Orthopedics,12,48,5,0.7975421339348806,0.6474049336889206
165,Neurology,12,32,15,0.34113144612595575,0.5796652385246206
121,Pediatrics,8,21,4,0.5189016822131458,0.667489453364762
121,Pediatrics,24,16,11,0.8902310552224816,0.637813416434447
102,Emergency,8,41,13,0.12021770211300359,0.9954375437404186
145,Pediatrics,24,28,25,0.6233196563818398,0.6509677786868387
149,Emergency,8,31,5,0.3087643700407571,0.9012297801688718
107,General Medicine,24,25,2,0.15743810606790787,0.8738161338525167
103,General Medicine,8,17,28,0.9215749738198973,0.13307639355540204
114,Neurology,24,39,18,0.8346547207753572,0.3618471644582966
143,General Medicine,24,15,9,0.266764202924176,0.7037956697776298
138,Orthopedics,8,11,6,0.8532518406948286,0.5618463316313159
175,Neurology,8,43,12,0.23178466594727148,0.7176584712401793
128,Orthopedics,12,38,0,0.5285452238729549,0.8730640060329865
172,Orthopedics,24,49,0,0.7531959704304142,0.6797592949280258
161,Emergency,8,29,16,0.5804250369758845,0.6187222773947063
183,Orthopedics,12,12,21,0.8657026436286349,0.44625300208558816
133,Neurology,8,44,3,0.6551900755776241,0.5003539065583087
